grid_lat,grid_lon,date,fire_count,frp_sum,frp_mean,frp_max,fire_occurred
31.5,73.125,2024-10-11,2,10.87,5.435,6.89,1
31.5,73.125,2024-10-12,8,31.52,3.94,7.0,1
31.5,73.125,2024-10-13,2,7.0,3.5,3.83,1
31.5,73.125,2024-10-16,2,7.370000000000001,3.6850000000000005,4.73,1
31.5,73.125,2024-10-17,1,1.1,1.1,1.1,1
31.5,73.125,2024-10-18,3,17.33,5.776666666666666,8.86,1
31.5,73.125,2024-10-19,1,2.37,2.37,2.37,1
31.5,73.125,2024-10-20,2,5.01,2.505,2.68,1
31.5,73.125,2024-10-21,1,2.18,2.18,2.18,1
31.5,73.125,2024-10-22,2,2.6100000000000003,1.3050000000000002,1.8,1
31.5,73.125,2024-10-23,1,1.86,1.86,1.86,1
31.5,73.125,2024-10-26,1,5.95,5.95,5.95,1
31.5,73.125,2024-10-27,1,2.6,2.6,2.6,1
31.5,73.125,2024-10-28,1,4.35,4.35,4.35,1
31.5,73.125,2024-10-29,4,17.14,4.285,5.66,1
31.5,73.125,2024-11-01,4,11.629999999999999,2.9074999999999998,3.79,1
31.5,73.125,2024-11-02,6,28.14,4.69,16.16,1
31.5,73.125,2024-11-07,3,11.52,3.84,6.29,1
31.5,73.125,2024-11-08,1,4.56,4.56,4.56,1
31.5,73.125,2024-11-17,5,20.61,4.122,8.83,1
31.5,73.125,2024-11-18,2,3.8000000000000003,1.9000000000000001,2.22,1
31.5,73.125,2024-11-21,2,3.74,1.87,2.35,1
31.5,73.125,2024-11-25,3,11.67,3.89,5.3,1
31.5,73.125,2024-11-26,2,5.44,2.72,2.72,1
31.5,73.125,2024-11-27,3,10.8,3.6,4.6,1
31.5,73.125,2024-11-28,4,14.29,3.5725,7.59,1
31.5,73.125,2024-11-29,2,2.71,1.355,1.42,1
31.5,73.125,2024-11-30,4,14.96,3.74,4.48,1
31.5,73.125,2024-12-01,2,8.34,4.17,4.61,1
31.5,73.125,2024-12-02,2,6.029999999999999,3.0149999999999997,3.19,1
31.5,73.125,2024-12-03,4,11.85,2.9625,3.27,1
31.5,73.125,2024-12-04,6,15.41,2.5683333333333334,5.41,1
31.5,73.125,2024-12-05,9,34.97,3.8855555555555554,6.89,1
31.5,73.125,2024-12-06,1,1.85,1.85,1.85,1
31.5,73.125,2024-12-07,7,23.69,3.3842857142857143,5.83,1
31.5,73.125,2024-12-09,6,12.39,2.065,3.28,1
31.5,73.125,2024-12-10,5,11.53,2.306,3.79,1
31.5,73.125,2024-12-11,2,8.41,4.205,6.13,1
31.5,73.125,2024-12-12,3,8.16,2.72,3.25,1
31.5,73.125,2024-12-13,3,7.26,2.42,2.49,1
31.5,73.125,2024-12-14,5,9.76,1.952,2.45,1
31.5,73.125,2024-12-15,2,9.11,4.555,4.74,1
31.5,73.125,2024-12-16,3,16.18,5.3933333333333335,7.98,1
31.5,73.125,2024-12-17,8,39.38,4.9225,8.71,1
31.5,73.125,2024-12-19,2,8.040000000000001,4.0200000000000005,5.48,1
31.5,73.125,2024-12-20,3,5.73,1.9100000000000001,2.87,1
31.5,73.125,2024-12-21,2,8.43,4.215,5.17,1
31.5,73.125,2024-12-22,4,18.53,4.6325,6.95,1
31.5,73.125,2024-12-24,3,14.92,4.973333333333334,5.68,1
31.5,73.125,2024-12-25,6,15.18,2.53,4.94,1
31.5,73.125,2024-12-26,1,2.36,2.36,2.36,1
31.5,73.125,2024-12-30,1,2.74,2.74,2.74,1
31.5,73.125,2025-01-04,1,3.62,3.62,3.62,1
31.5,73.125,2025-01-07,2,6.859999999999999,3.4299999999999997,5.64,1
31.5,73.125,2025-01-08,5,13.64,2.728,3.1,1
31.5,73.125,2025-01-09,4,9.67,2.4175,3.82,1
31.5,73.125,2025-01-10,2,5.35,2.675,3.46,1
31.5,73.125,2025-01-13,7,29.740000000000002,4.248571428571429,6.8,1
31.5,73.125,2025-01-15,1,3.3,3.3,3.3,1
31.5,73.125,2025-01-16,2,4.9,2.45,2.53,1
31.5,73.125,2025-01-20,5,13.76,2.752,3.78,1
31.5,73.125,2025-01-21,2,3.82,1.91,2.01,1
31.5,73.125,2025-01-23,2,4.38,2.19,2.43,1
31.5,73.125,2025-01-25,1,2.6,2.6,2.6,1
31.5,73.125,2025-01-26,9,22.04,2.448888888888889,4.17,1
31.5,73.125,2025-01-27,1,2.24,2.24,2.24,1
31.5,73.125,2025-01-28,3,29.41,9.803333333333333,14.09,1
31.5,73.125,2025-01-29,1,1.39,1.39,1.39,1
31.5,73.125,2025-01-31,8,14.73,1.84125,3.3,1
31.5,73.125,2025-02-01,4,25.38,6.345,21.06,1
31.5,73.125,2025-02-02,3,10.85,3.6166666666666667,5.43,1
31.5,73.125,2025-02-03,8,30.34,3.7925,6.18,1
31.5,73.125,2025-02-04,2,10.48,5.24,7.19,1
31.5,73.125,2025-02-05,3,7.85,2.6166666666666667,2.99,1
31.5,73.125,2025-02-06,10,34.58,3.4579999999999997,8.29,1
31.5,73.125,2025-02-07,2,7.44,3.72,4.74,1
31.5,73.125,2025-02-08,5,14.979999999999999,2.9959999999999996,6.1,1
31.5,73.125,2025-02-09,4,11.7,2.925,4.18,1
31.5,73.125,2025-02-10,7,19.03,2.718571428571429,3.48,1
31.5,73.125,2025-02-11,3,7.74,2.58,3.51,1
31.5,73.125,2025-02-12,6,32.32,5.386666666666667,8.57,1
31.5,73.125,2025-02-13,2,23.62,11.81,11.81,1
31.5,73.125,2025-02-14,6,20.21,3.3683333333333336,5.94,1
31.5,73.125,2025-02-16,1,3.21,3.21,3.21,1
31.5,73.125,2025-02-17,6,21.28,3.546666666666667,4.68,1
31.5,73.125,2025-02-18,5,31.400000000000002,6.28,9.98,1
31.5,73.125,2025-02-22,1,1.45,1.45,1.45,1
31.5,73.125,2025-03-02,10,33.64,3.364,4.32,1
31.5,73.125,2025-03-05,1,3.83,3.83,3.83,1
31.5,73.125,2025-03-06,2,8.120000000000001,4.0600000000000005,5.63,1
31.5,73.125,2025-03-08,3,20.39,6.796666666666667,8.01,1
31.5,73.125,2025-03-20,2,2.9,1.45,1.45,1
31.5,73.125,2025-03-26,1,1.53,1.53,1.53,1
31.5,73.125,2025-04-05,1,4.37,4.37,4.37,1
31.5,73.125,2025-04-16,1,3.67,3.67,3.67,1
31.5,73.125,2025-04-23,2,7.6,3.8,4.09,1
31.5,73.125,2025-04-29,3,9.190000000000001,3.063333333333334,4.11,1
31.5,73.125,2025-05-02,4,6.25,1.5625,3.31,1
31.5,73.125,2025-05-05,2,7.51,3.755,3.96,1
31.5,73.125,2025-05-07,5,23.28,4.656000000000001,9.39,1
31.5,73.125,2025-05-09,1,2.36,2.36,2.36,1
31.5,73.125,2025-05-10,7,15.89,2.27,3.27,1
31.5,73.125,2025-05-11,2,11.15,5.575,8.31,1
31.5,73.125,2025-05-12,5,34.71,6.942,14.49,1
31.5,73.125,2025-05-13,3,9.6,3.1999999999999997,5.21,1
31.5,73.125,2025-05-14,6,26.65,4.441666666666666,6.99,1
31.5,73.125,2025-05-15,8,24.36,3.045,4.97,1
31.5,73.125,2025-05-16,10,47.91,4.7909999999999995,12.4,1
31.5,73.125,2025-05-17,5,26.34,5.268,6.91,1
31.5,73.125,2025-05-20,7,25.7,3.6714285714285713,5.55,1
31.5,73.125,2025-05-21,1,4.48,4.48,4.48,1
31.5,73.125,2025-05-22,1,3.57,3.57,3.57,1
31.5,73.125,2025-05-23,1,1.05,1.05,1.05,1
31.5,73.125,2025-05-25,6,14.01,2.335,5.3,1
31.5,73.125,2025-05-26,2,5.79,2.895,3.3,1
31.5,73.125,2025-05-28,1,5.29,5.29,5.29,1
31.5,73.125,2025-06-01,2,5.26,2.63,3.11,1
31.5,73.125,2025-06-02,1,2.41,2.41,2.41,1
31.5,73.125,2025-06-05,1,2.23,2.23,2.23,1
31.5,73.125,2025-06-08,1,2.4,2.4,2.4,1
31.5,73.125,2025-06-10,4,30.51,7.6275,9.28,1
31.5,73.125,2025-06-11,1,6.23,6.23,6.23,1
31.5,73.125,2025-06-12,1,1.16,1.16,1.16,1
31.5,73.125,2025-06-13,1,6.35,6.35,6.35,1
31.5,73.125,2025-06-18,1,1.9,1.9,1.9,1
31.5,73.125,2025-06-19,2,2.79,1.395,1.61,1
31.5,73.125,2025-06-21,1,2.17,2.17,2.17,1
31.5,73.125,2025-06-24,1,3.38,3.38,3.38,1
31.5,73.125,2025-07-02,1,2.94,2.94,2.94,1
31.5,73.125,2025-07-04,1,1.85,1.85,1.85,1
31.5,73.125,2025-07-27,1,10.69,10.69,10.69,1
31.5,73.125,2025-09-20,2,2.95,1.475,1.49,1
31.5,73.125,2025-09-29,1,2.42,2.42,2.42,1
31.5,73.125,2025-10-03,1,7.42,7.42,7.42,1
31.5,73.125,2025-10-12,3,11.11,3.703333333333333,4.65,1
31.5,73.125,2025-10-14,3,8.540000000000001,2.846666666666667,5.15,1
31.5,73.125,2025-10-15,1,3.97,3.97,3.97,1
31.5,73.125,2025-10-16,8,29.939999999999998,3.7424999999999997,6.99,1
31.5,73.125,2025-10-18,2,19.47,9.735,15.38,1
31.5,73.125,2025-10-19,1,4.44,4.44,4.44,1
31.5,73.125,2025-10-20,4,9.14,2.285,3.03,1
31.5,73.125,2025-10-21,1,2.04,2.04,2.04,1
31.5,73.125,2025-10-24,1,2.52,2.52,2.52,1
31.5,73.125,2025-10-25,1,6.43,6.43,6.43,1
31.5,73.125,2025-10-26,7,20.689999999999998,2.9557142857142855,4.06,1
31.5,73.125,2025-10-30,1,5.26,5.26,5.26,1
31.5,73.125,2025-10-31,2,4.68,2.34,2.74,1
31.5,73.125,2025-11-01,1,1.07,1.07,1.07,1
31.5,73.125,2025-11-02,1,4.17,4.17,4.17,1
31.5,73.125,2025-11-03,1,2.87,2.87,2.87,1
31.5,73.125,2025-11-04,1,0.34,0.34,0.34,1
31.5,73.125,2025-11-05,14,45.77,3.2692857142857146,8.39,1
31.5,73.125,2025-11-06,3,12.36,4.12,5.04,1
31.5,73.125,2025-11-07,2,3.45,1.725,1.84,1
31.5,73.125,2025-11-09,8,24.39,3.04875,5.1,1
31.5,73.125,2025-11-10,9,28.39,3.1544444444444446,5.96,1
31.5,73.125,2025-11-11,3,9.34,3.1133333333333333,4.8,1
31.5,73.125,2025-11-14,1,5.81,5.81,5.81,1
31.5,73.125,2025-11-15,3,8.61,2.8699999999999997,3.5,1
31.5,73.125,2025-11-17,1,4.55,4.55,4.55,1
31.5,73.125,2025-11-20,2,7.47,3.735,3.82,1
31.5,73.125,2025-11-21,6,11.61,1.9349999999999998,3.18,1
31.5,73.125,2025-11-22,1,7.11,7.11,7.11,1
31.5,73.125,2025-11-23,1,1.24,1.24,1.24,1
31.5,73.125,2025-11-24,2,5.4,2.7,3.13,1
31.5,73.125,2025-11-25,2,4.76,2.38,2.95,1
31.5,73.125,2025-11-26,1,1.33,1.33,1.33,1
31.5,73.125,2025-11-27,5,27.759999999999998,5.552,13.92,1
31.5,73.125,2025-11-28,1,6.12,6.12,6.12,1
31.5,73.125,2025-11-29,3,6.1,2.033333333333333,2.23,1
31.5,73.125,2025-12-01,6,16.689999999999998,2.7816666666666663,4.42,1
31.5,73.125,2025-12-02,5,27.76,5.5520000000000005,15.8,1
31.5,73.125,2025-12-03,8,27.29,3.41125,5.78,1
31.5,73.125,2025-12-04,1,1.09,1.09,1.09,1
31.5,73.125,2025-12-05,2,5.6,2.8,3.06,1
31.5,73.125,2025-12-07,3,13.36,4.453333333333333,4.78,1
31.5,73.125,2025-12-08,2,8.34,4.17,5.93,1
31.5,73.125,2025-12-09,5,9.879999999999999,1.9759999999999998,3.15,1
31.5,73.125,2025-12-10,1,2.94,2.94,2.94,1
31.5,73.125,2025-12-11,5,16.77,3.354,7.58,1
31.5,73.125,2025-12-16,3,8.68,2.893333333333333,3.08,1
31.5,73.125,2025-12-17,1,2.94,2.94,2.94,1
31.5,73.125,2025-12-23,2,9.98,4.99,7.97,1
31.5,73.125,2025-12-25,2,10.07,5.035,5.82,1
31.5,73.125,2025-12-27,1,1.92,1.92,1.92,1
31.5,73.75,2023-01-03,1,2.27,2.27,2.27,1
31.5,73.75,2023-01-14,3,22.15,7.383333333333333,8.78,1
31.5,73.75,2023-01-16,2,4.42,2.21,2.43,1
31.5,73.75,2023-01-19,1,2.78,2.78,2.78,1
31.5,73.75,2023-01-21,3,9.61,3.203333333333333,4.88,1
31.5,73.75,2023-01-22,4,13.719999999999999,3.4299999999999997,4.56,1
31.5,73.75,2023-01-23,1,8.92,8.92,8.92,1
31.5,73.75,2023-01-24,4,16.96,4.24,4.85,1
31.5,73.75,2023-01-26,1,2.01,2.01,2.01,1
31.5,73.75,2023-01-27,2,5.82,2.91,3.05,1
31.5,73.75,2023-01-31,1,5.73,5.73,5.73,1
31.5,73.75,2023-02-01,2,6.15,3.075,3.09,1
31.5,73.75,2023-02-03,4,18.65,4.6625,10.0,1
31.5,73.75,2023-02-04,7,19.59,2.7985714285714285,3.62,1
31.5,73.75,2023-02-05,4,16.86,4.215,4.91,1
31.5,73.75,2023-02-06,3,8.76,2.92,5.63,1
31.5,73.75,2023-02-07,2,6.38,3.19,3.86,1
31.5,73.75,2023-02-10,2,7.44,3.72,5.4,1
31.5,73.75,2023-02-11,3,20.91,6.97,9.42,1
31.5,73.75,2023-02-12,4,9.5,2.375,3.0,1
31.5,73.75,2023-02-13,2,12.44,6.22,6.22,1
31.5,73.75,2023-02-14,1,2.46,2.46,2.46,1
31.5,73.75,2023-02-15,1,3.12,3.12,3.12,1
31.5,73.75,2023-02-17,1,1.46,1.46,1.46,1
31.5,73.75,2023-02-18,1,3.12,3.12,3.12,1
31.5,73.75,2023-02-19,2,5.98,2.99,3.67,1
31.5,73.75,2023-02-21,1,2.14,2.14,2.14,1
31.5,73.75,2023-02-23,5,25.44,5.088,16.5,1
31.5,73.75,2023-02-24,1,4.72,4.72,4.72,1
31.5,73.75,2023-02-25,1,3.81,3.81,3.81,1
31.5,73.75,2023-02-26,2,8.790000000000001,4.3950000000000005,6.99,1
31.5,73.75,2023-03-02,1,1.73,1.73,1.73,1
31.5,73.75,2023-03-03,5,34.38,6.876,10.55,1
31.5,73.75,2023-03-04,3,9.530000000000001,3.176666666666667,4.11,1
31.5,73.75,2023-03-05,1,2.76,2.76,2.76,1
31.5,73.75,2023-03-11,2,15.57,7.785,8.05,1
31.5,73.75,2023-03-16,1,2.35,2.35,2.35,1
31.5,73.75,2023-03-20,2,0.64,0.32,0.42,1
31.5,73.75,2023-03-25,1,0.21,0.21,0.21,1
31.5,73.75,2023-04-17,1,1.16,1.16,1.16,1
31.5,73.75,2023-04-21,3,14.42,4.806666666666667,5.99,1
31.5,73.75,2023-04-22,1,1.57,1.57,1.57,1
31.5,73.75,2023-04-23,1,4.2,4.2,4.2,1
31.5,73.75,2023-04-24,3,12.52,4.173333333333333,5.68,1
31.5,73.75,2023-04-25,3,8.65,2.8833333333333333,3.1,1
31.5,73.75,2023-04-26,3,18.03,6.010000000000001,8.53,1
31.5,73.75,2023-04-27,2,6.38,3.19,3.76,1
31.5,73.75,2023-04-29,1,4.79,4.79,4.79,1
31.5,73.75,2023-05-01,1,4.51,4.51,4.51,1
31.5,73.75,2023-05-02,1,0.46,0.46,0.46,1
31.5,73.75,2023-05-03,2,7.81,3.905,5.76,1
31.5,73.75,2023-05-04,40,161.56,4.039,10.24,1
31.5,73.75,2023-05-06,17,89.08,5.24,11.64,1
31.5,73.75,2023-05-07,24,98.5,4.104166666666667,12.99,1
31.5,73.75,2023-05-08,11,36.96,3.36,4.89,1
31.5,73.75,2023-05-09,42,259.73,6.18404761904762,29.06,1
31.5,73.75,2023-05-10,42,196.23,4.672142857142857,11.39,1
31.5,73.75,2023-05-11,40,228.3,5.7075000000000005,21.11,1
31.5,73.75,2023-05-12,47,262.75,5.590425531914893,12.5,1
31.5,73.75,2023-05-13,62,332.8,5.367741935483871,9.49,1
31.5,73.75,2023-05-14,13,69.26,5.327692307692308,10.99,1
31.5,73.75,2023-05-15,29,170.94,5.89448275862069,12.88,1
31.5,73.75,2023-05-16,38,119.23,3.1376315789473685,7.71,1
31.5,73.75,2023-05-17,30,174.66,5.822,24.14,1
31.5,73.75,2023-05-18,12,32.41,2.700833333333333,4.54,1
31.5,73.75,2023-05-19,9,45.58,5.064444444444444,9.51,1
31.5,73.75,2023-05-20,23,161.21,7.009130434782609,18.28,1
31.5,73.75,2023-05-21,16,50.95,3.184375,4.57,1
31.5,73.75,2023-05-24,1,12.12,12.12,12.12,1
31.5,73.75,2023-05-25,4,17.05,4.2625,7.24,1
31.5,73.75,2023-05-27,6,12.55,2.091666666666667,3.42,1
31.5,73.75,2023-05-28,5,16.05,3.21,4.94,1
31.5,73.75,2023-05-29,1,1.62,1.62,1.62,1
31.5,73.75,2023-06-02,1,2.59,2.59,2.59,1
31.5,73.75,2023-06-03,2,10.620000000000001,5.3100000000000005,6.07,1
31.5,73.75,2023-06-06,2,10.74,5.37,5.98,1
31.5,73.75,2023-06-08,2,12.38,6.19,8.82,1
31.5,73.75,2023-08-11,1,3.75,3.75,3.75,1
31.5,73.75,2023-09-02,1,4.16,4.16,4.16,1
31.5,73.75,2023-10-03,2,8.370000000000001,4.1850000000000005,7.0,1
31.5,73.75,2023-10-04,5,15.73,3.146,4.67,1
31.5,73.75,2023-10-05,7,16.61,2.3728571428571428,3.24,1
31.5,73.75,2023-10-06,8,50.45,6.30625,11.0,1
31.5,73.75,2023-10-08,5,26.939999999999998,5.388,10.04,1
31.5,73.75,2023-10-09,7,28.06,4.008571428571428,5.55,1
31.5,73.75,2023-10-10,13,53.36,4.104615384615385,19.23,1
31.5,73.75,2023-10-11,25,110.41,4.416399999999999,17.75,1
31.5,73.75,2023-10-12,22,90.07000000000001,4.09409090909091,9.0,1
31.5,73.75,2023-10-13,23,94.61,4.113478260869565,10.68,1
31.5,73.75,2023-10-14,20,172.49,8.624500000000001,28.03,1
31.5,73.75,2023-10-20,1,11.37,11.37,11.37,1
31.5,73.75,2023-10-21,2,6.7,3.35,3.73,1
31.5,73.75,2023-10-23,2,7.0,3.5,3.84,1
31.5,73.75,2023-10-24,3,10.59,3.53,4.4,1
31.5,73.75,2023-10-25,15,52.2,3.48,16.41,1
31.5,73.75,2023-10-26,23,83.65,3.6369565217391306,9.37,1
31.5,73.75,2023-10-27,14,64.7,4.621428571428572,6.63,1
31.5,73.75,2023-10-28,3,12.85,4.283333333333333,4.89,1
31.5,73.75,2023-10-29,15,56.36,3.7573333333333334,12.22,1
31.5,73.75,2023-10-30,11,66.04,6.003636363636364,9.25,1
31.5,73.75,2023-10-31,15,50.72,3.381333333333333,6.24,1
31.5,73.75,2023-11-01,6,27.3,4.55,10.19,1
31.5,73.75,2023-11-03,11,51.85,4.713636363636364,15.15,1
31.5,73.75,2023-11-04,31,160.36,5.1729032258064525,14.28,1
31.5,73.75,2023-11-05,73,409.36,5.607671232876712,51.86,1
31.5,73.75,2023-11-06,15,57.2,3.8133333333333335,6.33,1
31.5,73.75,2023-11-07,10,46.410000000000004,4.641,8.52,1
31.5,73.75,2023-11-08,2,7.65,3.825,4.41,1
31.5,73.75,2023-11-09,32,196.49,6.1403125,15.92,1
31.5,73.75,2023-11-11,4,9.26,2.315,4.1,1
31.5,73.75,2023-11-12,22,79.96,3.6345454545454543,9.75,1
31.5,73.75,2023-11-13,22,105.04,4.774545454545454,11.52,1
31.5,73.75,2023-11-14,41,185.7,4.529268292682927,14.86,1
31.5,73.75,2023-11-15,41,213.13,5.198292682926829,14.82,1
31.5,73.75,2023-11-16,30,294.31,9.810333333333334,73.71,1
31.5,73.75,2023-11-17,28,146.51,5.2325,13.83,1
31.5,73.75,2023-11-18,18,180.33,10.018333333333334,23.38,1
31.5,73.75,2023-11-19,33,129.01,3.909393939393939,6.7,1
31.5,73.75,2023-11-20,18,97.06,5.392222222222222,13.79,1
31.5,73.75,2023-11-21,19,122.30000000000001,6.436842105263159,23.83,1
31.5,73.75,2023-11-22,12,43.8,3.65,7.0,1
31.5,73.75,2023-11-23,7,40.52,5.788571428571429,10.84,1
31.5,73.75,2023-11-24,8,39.13,4.89125,7.42,1
31.5,73.75,2023-11-28,2,3.4099999999999997,1.7049999999999998,3.01,1
31.5,73.75,2023-11-30,1,3.04,3.04,3.04,1
31.5,73.75,2023-12-01,2,8.77,4.385,5.03,1
31.5,73.75,2023-12-02,3,11.96,3.986666666666667,6.12,1
31.5,73.75,2023-12-03,1,1.97,1.97,1.97,1
31.5,73.75,2023-12-06,2,8.25,4.125,4.81,1
31.5,73.75,2023-12-07,1,3.55,3.55,3.55,1
31.5,73.75,2023-12-08,3,16.4,5.466666666666666,12.59,1
31.5,73.75,2023-12-09,2,8.899999999999999,4.449999999999999,4.59,1
31.5,73.75,2023-12-10,4,19.82,4.955,6.58,1
31.5,73.75,2023-12-11,4,26.28,6.57,9.68,1
31.5,73.75,2023-12-12,3,12.19,4.0633333333333335,4.59,1
31.5,73.75,2023-12-13,2,3.8099999999999996,1.9049999999999998,2.01,1
31.5,73.75,2023-12-17,3,19.18,6.3933333333333335,13.76,1
31.5,73.75,2023-12-18,4,10.51,2.6275,4.57,1
31.5,73.75,2023-12-19,3,9.33,3.11,3.32,1
31.5,73.75,2023-12-21,4,10.07,2.5175,3.2,1
31.5,73.75,2023-12-22,3,7.550000000000001,2.516666666666667,3.22,1
31.5,73.75,2023-12-23,1,3.02,3.02,3.02,1
31.5,73.75,2023-12-25,3,13.43,4.476666666666667,4.95,1
31.5,73.75,2024-01-29,1,2.56,2.56,2.56,1
31.5,73.75,2024-02-09,7,22.939999999999998,3.2771428571428567,7.0,1
31.5,73.75,2024-02-10,2,3.23,1.615,1.73,1
31.5,73.75,2024-02-11,2,6.62,3.31,4.0,1
31.5,73.75,2024-02-13,5,28.04,5.608,9.08,1
31.5,73.75,2024-02-14,3,17.689999999999998,5.896666666666666,7.68,1
31.5,73.75,2024-02-15,4,28.63,7.1575,20.08,1
31.5,73.75,2024-02-16,4,23.15,5.7875,8.85,1
31.5,73.75,2024-02-17,3,14.14,4.713333333333334,8.99,1
31.5,73.75,2024-02-21,3,12.57,4.19,5.44,1
31.5,73.75,2024-02-22,1,3.61,3.61,3.61,1
31.5,73.75,2024-02-23,3,10.59,3.53,4.58,1
31.5,73.75,2024-02-25,9,27.55,3.0611111111111113,4.24,1
31.5,73.75,2024-03-03,2,4.51,2.255,2.66,1
31.5,73.75,2024-03-04,1,6.72,6.72,6.72,1
31.5,73.75,2024-03-07,1,1.71,1.71,1.71,1
31.5,73.75,2024-03-08,2,6.83,3.415,4.6,1
31.5,73.75,2024-03-12,2,5.279999999999999,2.6399999999999997,2.86,1
31.5,73.75,2024-03-15,1,1.49,1.49,1.49,1
31.5,73.75,2024-03-18,6,15.93,2.655,3.63,1
31.5,73.75,2024-03-20,1,3.09,3.09,3.09,1
31.5,73.75,2024-03-22,1,4.89,4.89,4.89,1
31.5,73.75,2024-04-21,2,2.9,1.45,1.49,1
31.5,73.75,2024-04-24,2,4.9399999999999995,2.4699999999999998,3.34,1
31.5,73.75,2024-04-25,2,14.759999999999998,7.379999999999999,8.79,1
31.5,73.75,2024-04-28,2,2.34,1.17,1.45,1
31.5,73.75,2024-05-01,3,18.41,6.136666666666667,8.4,1
31.5,73.75,2024-05-02,7,19.25,2.75,4.14,1
31.5,73.75,2024-05-04,6,36.4,6.066666666666666,20.55,1
31.5,73.75,2024-05-05,3,25.91,8.636666666666667,14.21,1
31.5,73.75,2024-05-06,28,159.49,5.696071428571429,13.4,1
31.5,73.75,2024-05-07,41,200.44,4.888780487804878,11.45,1
31.5,73.75,2024-05-08,62,355.9,5.740322580645161,13.61,1
31.5,73.75,2024-05-09,18,96.27,5.348333333333333,17.46,1
31.5,73.75,2024-05-10,1,1.97,1.97,1.97,1
31.5,73.75,2024-05-11,16,100.24,6.265,14.91,1
31.5,73.75,2024-05-12,3,14.780000000000001,4.926666666666667,7.0,1
31.5,73.75,2024-05-13,74,286.13,3.8666216216216216,32.59,1
31.5,73.75,2024-05-14,66,348.55,5.281060606060606,12.74,1
31.5,73.75,2024-05-15,95,582.33,6.129789473684211,24.25,1
31.5,73.75,2024-05-16,26,197.96,7.613846153846154,20.04,1
31.5,73.75,2024-05-17,66,429.13,6.501969696969697,14.86,1
31.5,73.75,2024-05-18,138,863.23,6.255289855072464,21.1,1
31.5,73.75,2024-05-19,20,170.9,8.545,14.95,1
31.5,73.75,2024-05-20,50,582.65,11.652999999999999,33.17,1
31.5,73.75,2024-05-21,12,133.6,11.133333333333333,34.09,1
31.5,73.75,2024-05-22,47,372.74,7.93063829787234,17.74,1
31.5,73.75,2024-05-23,27,86.22,3.1933333333333334,8.19,1
31.5,73.75,2024-05-24,16,58.44,3.6525,6.74,1
31.5,73.75,2024-05-25,18,172.32,9.573333333333332,18.08,1
31.5,73.75,2024-05-26,6,56.15,9.358333333333333,18.57,1
31.5,73.75,2024-05-28,6,57.919999999999995,9.653333333333332,16.31,1
31.5,73.75,2024-05-29,2,13.36,6.68,9.12,1
31.5,73.75,2024-06-05,4,15.99,3.9975,5.95,1
31.5,73.75,2024-06-07,2,14.120000000000001,7.0600000000000005,7.5,1
31.5,73.75,2024-06-08,2,5.86,2.93,3.12,1
31.5,73.75,2024-06-09,1,6.83,6.83,6.83,1
31.5,73.75,2024-06-13,3,17.98,5.993333333333333,7.52,1
31.5,73.75,2024-06-18,1,5.02,5.02,5.02,1
31.5,73.75,2024-06-24,1,4.93,4.93,4.93,1
31.5,73.75,2024-06-25,2,12.120000000000001,6.0600000000000005,6.15,1
31.5,73.75,2024-07-02,1,3.35,3.35,3.35,1
31.5,73.75,2024-08-26,1,4.12,4.12,4.12,1
31.5,73.75,2024-09-09,2,6.32,3.16,3.31,1
31.5,73.75,2024-09-10,1,3.31,3.31,3.31,1
31.5,73.75,2024-09-11,1,1.72,1.72,1.72,1
31.5,73.75,2024-09-12,1,2.77,2.77,2.77,1
31.5,73.75,2024-09-13,1,9.55,9.55,9.55,1
31.5,73.75,2024-09-14,1,3.46,3.46,3.46,1
31.5,73.75,2024-09-15,8,25.72,3.215,5.62,1
31.5,73.75,2024-09-17,1,5.15,5.15,5.15,1
31.5,73.75,2024-09-20,4,7.6,1.9,2.46,1
31.5,73.75,2024-09-21,3,16.82,5.6066666666666665,7.42,1
31.5,73.75,2024-09-25,2,5.76,2.88,3.33,1
31.5,73.75,2024-10-01,1,4.78,4.78,4.78,1
31.5,73.75,2024-10-04,1,2.46,2.46,2.46,1
31.5,73.75,2024-10-05,1,13.87,13.87,13.87,1
31.5,73.75,2024-10-07,4,10.96,2.74,3.56,1
31.5,73.75,2024-10-09,2,9.4,4.7,6.67,1
31.5,73.75,2024-10-10,3,14.31,4.7700000000000005,7.79,1
31.5,73.75,2024-10-11,20,66.66,3.3329999999999997,10.42,1
31.5,73.75,2024-10-12,9,22.0,2.4444444444444446,3.44,1
31.5,73.75,2024-10-13,16,66.12,4.1325,7.22,1
31.5,73.75,2024-10-14,2,5.82,2.91,3.96,1
31.5,73.75,2024-10-15,8,16.580000000000002,2.0725000000000002,4.14,1
31.5,73.75,2024-10-16,14,91.52,6.5371428571428565,20.31,1
31.5,73.75,2024-10-17,15,44.1,2.94,6.09,1
31.5,73.75,2024-10-18,8,36.13,4.51625,9.55,1
31.5,73.75,2024-10-19,4,18.3,4.575,5.52,1
31.5,73.75,2024-10-20,11,52.05,4.7318181818181815,10.57,1
31.5,73.75,2024-10-21,7,28.55,4.078571428571428,6.53,1
31.5,73.75,2024-10-22,13,35.75,2.75,4.23,1
31.5,73.75,2024-10-23,10,36.46,3.646,8.24,1
31.5,73.75,2024-10-24,11,39.21,3.5645454545454545,5.48,1
